Section,Category,Type,Manufactured,Price,Energy_value
Бакалея,"Орехи, сухофрукты, семечки",Орехи,"ООО ""Биопак""",98,650.0
"Хлеб, кондитерские изделия","Хлеб, лаваш, лепешки",Хлебцы и тарталетки,"ЗАО ""Молодец""",54,321.0
"Хлеб, кондитерские изделия","Шоколад, конфеты, жевательная резинка",Наборы конфет,AB Vilniaus Pergale,249,606.0
Бакалея,Консервы и мёд,Готовые блюда,"АО ""Орелпродукт""",104,105.4
Бакалея,"Растительные масла, соусы",Растительные масла,"ООО ""МЭЗ Юг Руси""",59,899.0
Детские товары,Детское питание,Детское пюре,"АО ""Прогресс""",45,56.0
"Молочные продукты, сыр, яйца","Молоко, сливки",Молоко,ООО «Останкинский молочный комбинат»,92,37.0
Детские товары,Детское питание,Детские каши,"ООО ""Хайнц-Георгиевск""",99,418.0
Детские товары,Детское питание,"Соки, напитки","АО ""ВБД""",23,50.0
"Мясо, рыба, кулинария",Мясная гастрономия,"Деликатесы, паштеты, заливное","ООО ""МПЗ ""Москворецкий""",275,383.0
Бакалея,Продукты быстрого приготовления,"Кисели, желе, десерты","ООО ""ПЕЦ-ХААС""",62,409.0
Бакалея,Крупы и макаронные изделия,Другие крупы,"ООО ""Скайфуд""",33,315.0
Напитки,"Лимонады, тоники, газированные напитки",None,"ООО ""Кока-Кола ЭйчБиСи Евразия""",107,0.3
Бакалея,Продукты быстрого приготовления,"Лапша, супы, пюре","ООО ""Состра""",74,140.0
Бакалея,"Соль, сахар, специи",Сахар и заменитель сахара,Mauritius Sugar Syndicate,164,398.0
Собственное производство,Кулинария,Салаты и закуски,"ООО ""Гиперглобус""",499,192.5
Бакалея,"Растительные масла, соусы",Уксусы и маринады,"АО ""Эссен Продакшн АГ""",67,52.0
Напитки,"Лимонады, тоники, газированные напитки",None,"ООО ""ПК ""АКВАЛАЙФ""",113,0.7
"Хлеб, кондитерские изделия","Мармелад, зефир, пастила",Мармелад,"АО ""Би-энд-Би (B&amp,B)""",46,327.0
Детские товары,Детское питание,Детские каши,"АО ""Прогресс""",118,412.0
Замороженные продукты,Замороженные готовые блюда и полуфабрикаты,Вторые блюда и гарниры,"ООО ""Торгово-Промышленная Компания ""Вилон""",124,241.2
Замороженные продукты,"Замороженные блинчики, тесто и выпечка",Замороженные блинчики и оладьи,"ОАО ""ОМПК""",112,270.0
Бакалея,"Растительные масла, соусы",Азиатская кухня,"АО ""Виртекс""",169,670.0
Бакалея,Крупы и макаронные изделия,Макароны и паста,"ООО ""Барилла Рус""",89,359.0
"Мясо, рыба, кулинария",Мясная гастрономия,Колбаса,"ООО ""Мясокомбинат ЭКО""",349,310.0
Товары для животных,Корма и лакомства,Корма и лакомства для собак,Mars GmbH,179,392.0
"Мясо, рыба, кулинария","Рыба, икра, морепродукты",Замороженная рыба,"ООО ""РЫБНАЯ КОМПАНИЯ ""ПОЛЯРНО МОРЕ+""",499,126.0
"Чай, кофе, сладости","Печенье, пряники, вафли",None,"ОАО ""Волжский пекарь""",34,540.0
Бакалея,"Соль, сахар, специи",Специи и приправы,"Hagoromo Co., Ltd",142,136.0
Бакалея,"Орехи, сухофрукты, семечки",Сухофрукты и цукаты,"СХ ЗАО ""Новомихайловское""",89,320.0
Собственное производство,Предзаказ для праздника,Тарелки,"ООО ""Гиперглобус""",659,327.0
"Молочные продукты, сыр, яйца",Йогурт,Йогурты питьевые,"ОАО ""ЭФКО""",52,83.0
